Species;PictureNumberTrain;IndividualPlantNumberTrain;PictureNumberTest;IndividualPlantNumberTest;PictureNumberAll;IndividualPlantNumberAll;1366945452806__MICA-run1_OfficialScore_InverseRank;1366971577662__MICA-run2_OfficialScore_InverseRank;1367338673606__outputCLEFTestMean_OfficialScore_InverseRank;1367338771296__outputCLEFTestMax_OfficialScore_InverseRank;1367592085169__LAPI_run1_OfficialScore_InverseRank;1367925811122__plantnet_inria_run1_OfficialScore_InverseRank;1367926056487__plantnet_inria_run2_OfficialScore_InverseRank;1367926326223__plantnet_inria_run3_OfficialScore_InverseRank;1367946058774__LirisReVeS_run1_OfficialScore_InverseRank;1367946215062__LirisReVeS_run2_OfficialScore_InverseRank;1367974757413__SCG USP_run1_OfficialScore_InverseRank;1367975837452__SCG USP_run2_OfficialScore_InverseRank;1368002237443__AgSPPR_run1_OfficialScore_InverseRank;1368028158605__run_wiki_sum_3_OfficialScore_InverseRank;1368030128394__run_author10_GSP10_lire80_OfficialScore_InverseRank;1368030994722__run_lire_naivebayes_OfficialScore_InverseRank;1368031342488__run_wiki_max_1_OfficialScore_InverseRank;1368032808839__all_siftcopphsv_cca_OfficialScore_InverseRank;1368033933190__SCG USP_run3_OfficialScore_InverseRank;1368034466828__new_100_OfficialScore_InverseRank;1368038646069__DBISForMaT_run1_train2012_svm_Scan4_Photo2_1_2_3_OfficialScore_InverseRank;1368038721036__DBISForMaT_run2_train2012_svm_Scan12_Photo4_-_1_4_OfficialScore_InverseRank;1368041641333__run2_OfficialScore_InverseRank;1368041861286__run3_OfficialScore_InverseRank;1368045672892__DBISForMaT_run3_crossval2013_svm_feature4_config60_1_2_3_OfficialScore_InverseRank;1368045820175__DBISForMaT_run4_crossval2013_svm_feature5_config80_Photo14_1_3_3_OfficialScore_InverseRank;1368049985079__plantnet_inria_run4_OfficialScore_InverseRank;1368050270540__SCG USP_run4_OfficialScore_InverseRank;1368063045390__AgSPPR_run2_OfficialScore_InverseRank;1368066775910__AgSPPR_run3_OfficialScore_InverseRank;1368093262111__Run3_OfficialScore_InverseRank;1368163545166__Sabanci-Okan-Run1_OfficialScore_InverseRank;1368165605197__new2_100_OfficialScore_InverseRank;1366945452806__MICA-run1_OfficialScore_Top1AsImageCLEF2011;1366971577662__MICA-run2_OfficialScore_Top1AsImageCLEF2011;1367338673606__outputCLEFTestMean_OfficialScore_Top1AsImageCLEF2011;1367338771296__outputCLEFTestMax_OfficialScore_Top1AsImageCLEF2011;1367592085169__LAPI_run1_OfficialScore_Top1AsImageCLEF2011;1367925811122__plantnet_inria_run1_OfficialScore_Top1AsImageCLEF2011;1367926056487__plantnet_inria_run2_OfficialScore_Top1AsImageCLEF2011;1367926326223__plantnet_inria_run3_OfficialScore_Top1AsImageCLEF2011;1367946058774__LirisReVeS_run1_OfficialScore_Top1AsImageCLEF2011;1367946215062__LirisReVeS_run2_OfficialScore_Top1AsImageCLEF2011;1367974757413__SCG USP_run1_OfficialScore_Top1AsImageCLEF2011;1367975837452__SCG USP_run2_OfficialScore_Top1AsImageCLEF2011;1368002237443__AgSPPR_run1_OfficialScore_Top1AsImageCLEF2011;1368028158605__run_wiki_sum_3_OfficialScore_Top1AsImageCLEF2011;1368030128394__run_author10_GSP10_lire80_OfficialScore_Top1AsImageCLEF2011;1368030994722__run_lire_naivebayes_OfficialScore_Top1AsImageCLEF2011;1368031342488__run_wiki_max_1_OfficialScore_Top1AsImageCLEF2011;1368032808839__all_siftcopphsv_cca_OfficialScore_Top1AsImageCLEF2011;1368033933190__SCG USP_run3_OfficialScore_Top1AsImageCLEF2011;1368034466828__new_100_OfficialScore_Top1AsImageCLEF2011;1368038646069__DBISForMaT_run1_train2012_svm_Scan4_Photo2_1_2_3_OfficialScore_Top1AsImageCLEF2011;1368038721036__DBISForMaT_run2_train2012_svm_Scan12_Photo4_-_1_4_OfficialScore_Top1AsImageCLEF2011;1368041641333__run2_OfficialScore_Top1AsImageCLEF2011;1368041861286__run3_OfficialScore_Top1AsImageCLEF2011;1368045672892__DBISForMaT_run3_crossval2013_svm_feature4_config60_1_2_3_OfficialScore_Top1AsImageCLEF2011;1368045820175__DBISForMaT_run4_crossval2013_svm_feature5_config80_Photo14_1_3_3_OfficialScore_Top1AsImageCLEF2011;1368049985079__plantnet_inria_run4_OfficialScore_Top1AsImageCLEF2011;1368050270540__SCG USP_run4_OfficialScore_Top1AsImageCLEF2011;1368063045390__AgSPPR_run2_OfficialScore_Top1AsImageCLEF2011;1368066775910__AgSPPR_run3_OfficialScore_Top1AsImageCLEF2011;1368093262111__Run3_OfficialScore_Top1AsImageCLEF2011;1368163545166__Sabanci-Okan-Run1_OfficialScore_Top1AsImageCLEF2011;1368165605197__new2_100_OfficialScore_Top1AsImageCLEF2011;
Koelreuteria paniculata;26;4;15;3;41;7;0,012;0,012;0,000;0,000;0,000;0,016;0,018;0,032;0,042;0,052;0,000;0,006;0,000;0,021;0,018;0,015;0,026;0,037;0,001;0,013;0,000;0,000;0,043;0,041;0,000;0,000;0,103;0,002;0,000;0,000;0,012;0,007;0,013;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Laburnum anagyroides;57;7;7;5;64;12;0,015;0,000;0,000;0,000;0,000;0,147;0,130;0,241;0,013;0,012;0,000;0,014;0,000;0,064;0,052;0,015;0,021;0,047;0,005;0,004;0,000;0,000;0,035;0,044;0,000;0,200;0,101;0,066;0,000;0,000;0,015;0,087;0,004;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,200;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Laurus nobilis;128;20;50;18;178;38;0,003;0,078;0,071;0,071;0,176;0,203;0,207;0,228;0,040;0,093;0,056;0,079;0,000;0,085;0,098;0,077;0,124;0,238;0,067;0,004;0,036;0,036;0,242;0,354;0,036;0,036;0,109;0,017;0,000;0,000;0,011;0,046;0,004;0,000;0,071;0,071;0,071;0,108;0,053;0,071;0,078;0,000;0,071;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,122;0,000;0,000;0,036;0,036;0,096;0,229;0,036;0,036;0,013;0,000;0,000;0,000;0,009;0,036;0,000;
Ligustrum vulgare;47;14;13;13;60;27;0,019;0,023;0,000;0,000;0,017;0,194;0,202;0,148;0,000;0,000;0,000;0,002;0,000;0,026;0,023;0,033;0,055;0,205;0,002;0,007;0,100;0,125;0,079;0,205;0,125;0,100;0,047;0,023;0,000;0,000;0,019;0,145;0,007;0,000;0,000;0,000;0,000;0,000;0,100;0,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,150;0,000;0,000;0,100;0,125;0,000;0,050;0,125;0,100;0,000;0,000;0,000;0,000;0,000;0,125;0,000;
Lilium martagon;21;9;12;11;33;20;0,008;0,053;0,063;0,063;0,000;0,172;0,222;0,212;0,171;0,171;0,016;0,004;0,000;0,024;0,025;0,002;0,095;0,436;0,000;0,000;0,250;0,417;0,396;0,328;0,292;0,292;0,097;0,004;0,000;0,000;0,008;0,125;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,125;0,125;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,417;0,000;0,000;0,250;0,417;0,292;0,208;0,292;0,292;0,000;0,000;0,000;0,000;0,000;0,125;0,000;
Limodorum abortivum;17;9;9;8;26;17;0,003;0,255;0,000;0,000;0,000;0,344;0,347;0,281;0,000;0,000;0,026;0,000;0,000;0,017;0,034;0,007;0,020;0,147;0,000;0,000;0,267;0,267;0,173;0,379;0,267;0,267;0,232;0,000;0,000;0,000;0,003;0,067;0,000;0,000;0,200;0,000;0,000;0,000;0,267;0,267;0,200;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,067;0,000;0,000;0,267;0,267;0,067;0,267;0,267;0,267;0,067;0,000;0,000;0,000;0,000;0,067;0,000;
Limonium vulgare;19;6;8;5;27;11;0,004;0,004;0,140;0,140;0,000;0,059;0,050;0,036;0,000;0,000;0,000;0,000;0,000;0,031;0,037;0,119;0,022;0,246;0,000;0,000;0,000;0,000;0,382;0,250;0,000;0,000;0,245;0,000;0,000;0,000;0,004;0,109;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,200;0,000;0,000;0,000;0,000;0,250;0,200;0,000;0,000;0,200;0,000;0,000;0,000;0,000;0,050;0,000;
Linum campanulatum;15;8;9;9;24;17;0,000;0,000;0,000;0,000;0,000;0,136;0,137;0,129;0,001;0,001;0,000;0,000;0,000;0,023;0,022;0,010;0,233;0,259;0,000;0,000;0,333;0,000;0,255;0,341;0,000;0,167;0,266;0,000;0,000;0,000;0,000;0,219;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,222;0,000;0,000;0,333;0,000;0,056;0,222;0,000;0,167;0,167;0,000;0,000;0,000;0,000;0,167;0,000;
Liquidambar styraciflua;69;6;16;7;85;13;0,009;0,009;0,017;0,021;0,000;0,098;0,068;0,081;0,150;0,131;0,011;0,003;0,000;0,074;0,100;0,061;0,201;0,048;0,025;0,005;0,000;0,000;0,053;0,060;0,000;0,000;0,044;0,255;0,000;0,000;0,009;0,149;0,005;0,000;0,000;0,000;0,000;0,000;0,033;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,117;0,000;0,000;0,000;0,000;0,000;
Liriodendron tulipifera;75;8;20;8;95;16;0,012;0,024;0,027;0,027;0,033;0,057;0,064;0,036;0,172;0,172;0,003;0,002;0,000;0,021;0,028;0,028;0,066;0,131;0,013;0,008;0,100;0,150;0,132;0,150;0,150;0,000;0,071;0,025;0,000;0,000;0,010;0,050;0,008;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,050;0,000;0,000;0,000;0,100;0,150;0,050;0,067;0,150;0,000;0,017;0,000;0,000;0,000;0,000;0,000;0,000;
Lithodora fruticosa;41;8;16;11;57;19;0,000;0,040;0,083;0,066;0,000;0,716;0,824;0,506;0,424;0,424;0,027;0,028;0,000;0,278;0,285;0,041;0,106;0,641;0,001;0,000;0,354;0,563;0,777;0,664;0,646;0,396;0,285;0,012;0,000;0,000;0,000;0,582;0,000;0,000;0,000;0,000;0,000;0,000;0,594;0,729;0,333;0,375;0,375;0,000;0,000;0,000;0,167;0,167;0,000;0,000;0,500;0,000;0,000;0,354;0,562;0,719;0,458;0,646;0,396;0,198;0,000;0,000;0,000;0,000;0,479;0,000;
Lythrum salicaria;23;13;13;13;36;26;0,017;0,069;0,035;0,035;0,028;0,261;0,220;0,186;0,000;0,000;0,004;0,004;0,000;0,070;0,036;0,033;0,080;0,186;0,003;0,000;0,204;0,000;0,366;0,347;0,000;0,000;0,068;0,000;0,000;0,000;0,017;0,056;0,000;0,000;0,000;0,000;0,000;0,000;0,111;0,167;0,056;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,204;0,000;0,222;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,056;0,000;
Magnolia grandiflora;79;15;22;7;101;22;0,006;0,020;0,000;0,000;0,060;0,079;0,218;0,024;0,049;0,021;0,000;0,000;0,000;0,020;0,022;0,021;0,033;0,359;0,032;0,007;0,000;0,000;0,236;0,267;0,000;0,000;0,058;0,003;0,000;0,000;0,000;0,000;0,007;0,006;0,006;0,000;0,000;0,054;0,000;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,262;0,000;0,000;0,000;0,000;0,012;0,179;0,000;0,000;0,006;0,000;0,000;0,000;0,000;0,000;0,000;
Malus sylvestris;13;5;3;3;16;8;0,000;0,000;0,000;0,000;0,000;0,006;0,007;0,000;0,054;0,054;0,000;0,000;0,000;0,018;0,064;0,000;0,263;0,189;0,000;0,000;0,000;0,000;0,131;0,217;0,000;0,500;0,267;0,000;0,000;0,000;0,000;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,500;0,000;0,000;0,000;0,000;0,000;0,250;0,000;
Malva dendromorpha;24;7;10;9;34;16;0,000;0,024;0,000;0,000;0,000;0,240;0,292;0,133;0,183;0,183;0,000;0,008;0,000;0,025;0,029;0,018;0,131;0,533;0,000;0,001;0,200;0,600;0,482;0,604;0,667;0,367;0,295;0,000;0,000;0,000;0,000;0,300;0,001;0,000;0,000;0,000;0,000;0,000;0,100;0,100;0,000;0,067;0,067;0,000;0,000;0,000;0,000;0,000;0,000;0,067;0,467;0,000;0,000;0,200;0,600;0,400;0,467;0,667;0,367;0,200;0,000;0,000;0,000;0,000;0,300;0,000;
Malva moschata;32;12;15;14;47;26;0,005;0,027;0,014;0,014;0,000;0,409;0,436;0,422;0,134;0,134;0,009;0,039;0,000;0,022;0,025;0,028;0,076;0,473;0,002;0,000;0,220;0,240;0,483;0,507;0,240;0,320;0,385;0,005;0,000;0,000;0,005;0,280;0,000;0,000;0,000;0,000;0,000;0,000;0,320;0,320;0,320;0,100;0,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,440;0,000;0,000;0,220;0,240;0,440;0,420;0,240;0,320;0,300;0,000;0,000;0,000;0,000;0,220;0,000;
Malva sylvestris;30;8;10;10;40;18;0,030;0,017;0,042;0,042;0,000;0,074;0,121;0,092;0,059;0,059;0,000;0,000;0,000;0,022;0,021;0,031;0,027;0,246;0,001;0,001;0,000;0,000;0,357;0,357;0,000;0,063;0,108;0,011;0,000;0,000;0,030;0,212;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,188;0,000;0,000;0,000;0,000;0,312;0,312;0,000;0,062;0,000;0,000;0,000;0,000;0,000;0,125;0,000;
Matthiola sinuata;12;6;6;6;18;12;0,024;0,034;0,000;0,000;0,000;0,244;0,248;0,342;0,000;0,000;0,000;0,000;0,000;0,037;0,036;0,112;0,028;0,077;0,000;0,000;0,000;0,000;0,102;0,175;0,000;0,000;0,065;0,007;0,000;0,000;0,024;0,417;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,333;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,417;0,000;
Melia azedarach;68;12;38;12;106;24;0,007;0,023;0,015;0,015;0,009;0,534;0,657;0,481;0,165;0,041;0,000;0,000;0,000;0,159;0,161;0,049;0,232;0,289;0,002;0,009;0,145;0,420;0,300;0,433;0,420;0,353;0,291;0,002;0,000;0,000;0,007;0,063;0,009;0,000;0,000;0,000;0,000;0,000;0,328;0,333;0,298;0,083;0,000;0,000;0,000;0,000;0,007;0,007;0,010;0,100;0,139;0,000;0,000;0,145;0,420;0,025;0,298;0,420;0,353;0,131;0,000;0,000;0,000;0,000;0,038;0,000;
Melittis melissophyllum;32;9;14;9;46;18;0,011;0,040;0,167;0,167;0,000;0,315;0,331;0,213;0,021;0,021;0,022;0,048;0,000;0,074;0,074;0,025;0,270;0,350;0,003;0,010;0,072;0,406;0,542;0,467;0,350;0,222;0,205;0,000;0,000;0,000;0,011;0,467;0,010;0,000;0,000;0,167;0,167;0,000;0,264;0,222;0,097;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,256;0,000;0,000;0,072;0,406;0,442;0,275;0,350;0,222;0,167;0,000;0,000;0,000;0,000;0,278;0,000;
Mespilus germanica;54;8;9;7;63;15;0,002;0,014;0,125;0,125;0,000;0,134;0,119;0,122;0,087;0,108;0,000;0,000;0,000;0,043;0,054;0,021;0,068;0,063;0,011;0,012;0,000;0,083;0,057;0,278;0,083;0,208;0,083;0,151;0,000;0,000;0,002;0,047;0,012;0,000;0,000;0,083;0,083;0,000;0,083;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,000;0,208;0,083;0,208;0,000;0,083;0,000;0,000;0,000;0,000;0,000;
Monotropa hypopitys;17;9;8;8;25;17;0,010;0,067;0,000;0,000;0,022;0,031;0,033;0,034;0,001;0,001;0,008;0,008;0,000;0,020;0,020;0,010;0,030;0,053;0,000;0,010;0,000;0,000;0,062;0,095;0,000;0,000;0,021;0,004;0,000;0,000;0,010;0,500;0,010;0,000;0,067;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,500;0,000;
Morus alba;56;7;6;5;62;12;0,033;0,033;0,000;0,000;0,000;0,147;0,147;0,098;0,048;0,054;0,000;0,000;0,000;0,039;0,037;0,018;0,118;0,106;0,063;0,013;0,000;0,000;0,081;0,138;0,000;0,000;0,145;0,015;0,000;0,000;0,033;0,167;0,013;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,000;
Myrtus communis;22;5;7;4;29;9;0,012;0,012;0,042;0,042;0,000;0,038;0,051;0,026;0,013;0,013;0,000;0,008;0,000;0,021;0,036;0,013;0,101;0,036;0,000;0,013;0,000;0,000;0,030;0,092;0,000;0,000;0,039;0,007;0,000;0,000;0,012;0,011;0,013;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Narcissus assoanus;27;9;13;11;40;20;0,014;0,078;0,030;0,030;0,042;0,398;0,417;0,599;0,111;0,111;0,035;0,003;0,000;0,104;0,115;0,029;0,161;0,360;0,000;0,011;0,063;0,438;0,427;0,522;0,438;0,510;0,162;0,009;0,000;0,000;0,014;0,458;0,011;0,000;0,062;0,000;0,000;0,000;0,188;0,188;0,479;0,104;0,104;0,000;0,000;0,000;0,000;0,000;0,000;0,062;0,042;0,000;0,000;0,062;0,438;0,229;0,385;0,438;0,510;0,000;0,000;0,000;0,000;0,000;0,354;0,000;
Narcissus dubius;27;7;11;8;38;15;0,002;0,009;0,028;0,037;0,056;0,384;0,382;0,411;0,068;0,068;0,000;0,000;0,000;0,036;0,037;0,017;0,244;0,423;0,000;0,011;0,333;0,333;0,477;0,589;0,333;0,167;0,441;0,016;0,000;0,000;0,002;0,285;0,011;0,000;0,000;0,000;0,000;0,056;0,208;0,167;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,375;0,000;0,000;0,333;0,333;0,333;0,500;0,333;0,167;0,333;0,000;0,000;0,000;0,000;0,167;0,000;
Narcissus poeticus;19;6;9;7;28;13;0,000;0,100;0,200;0,200;0,000;0,516;0,544;0,340;0,014;0,014;0,000;0,015;0,000;0,030;0,029;0,021;0,172;0,233;0,000;0,011;0,050;0,300;0,269;0,467;0,200;0,550;0,271;0,005;0,000;0,000;0,000;0,200;0,011;0,000;0,000;0,100;0,100;0,000;0,300;0,300;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,100;0,050;0,000;0,000;0,050;0,300;0,150;0,350;0,200;0,550;0,200;0,000;0,000;0,000;0,000;0,200;0,000;
Neottia nidus-avis;23;11;13;9;36;20;0,000;0,006;0,000;0,000;0,000;0,098;0,086;0,105;0,000;0,000;0,008;0,034;0,000;0,050;0,035;0,013;0,054;0,104;0,050;0,011;0,000;0,000;0,180;0,283;0,000;0,100;0,131;0,012;0,000;0,000;0,000;0,117;0,011;0,000;0,000;0,000;0,000;0,000;0,025;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,025;0,000;0,000;0,000;0,000;0,000;0,050;0,100;0,000;0,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Nerium oleander;108;30;17;11;125;41;0,012;0,055;0,065;0,065;0,157;0,485;0,588;0,297;0,093;0,099;0,000;0,000;0,000;0,086;0,093;0,021;0,101;0,707;0,018;0,012;0,296;0,167;0,755;0,583;0,167;0,194;0,277;0,031;0,000;0,000;0,170;0,171;0,012;0,000;0,000;0,000;0,000;0,130;0,361;0,500;0,167;0,056;0,056;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,667;0,000;0,000;0,296;0,167;0,694;0,500;0,167;0,194;0,167;0,000;0,000;0,000;0,167;0,167;0,000;
Olea europaea;97;37;70;38;167;75;0,073;0,076;0,162;0,250;0,064;0,330;0,337;0,307;0,095;0,134;0,000;0,000;0,000;0,106;0,105;0,102;0,231;0,410;0,030;0,013;0,274;0,147;0,388;0,345;0,147;0,207;0,250;0,012;0,000;0,000;0,031;0,147;0,013;0,000;0,000;0,035;0,160;0,062;0,273;0,277;0,278;0,040;0,065;0,000;0,000;0,000;0,000;0,000;0,000;0,133;0,298;0,000;0,000;0,274;0,147;0,191;0,221;0,147;0,207;0,137;0,000;0,000;0,000;0,000;0,103;0,000;
Ophrys apifera;36;15;15;15;51;30;0,008;0,064;0,148;0,148;0,074;0,701;0,717;0,344;0,087;0,087;0,020;0,010;0,000;0,148;0,106;0,065;0,075;0,526;0,009;0,011;0,241;0,500;0,686;0,633;0,500;0,222;0,748;0,000;0,000;0,000;0,008;0,454;0,011;0,000;0,000;0,111;0,111;0,056;0,611;0,639;0,167;0,000;0,000;0,000;0,000;0,000;0,037;0,037;0,000;0,000;0,389;0,000;0,000;0,241;0,500;0,639;0,556;0,500;0,222;0,694;0,000;0,000;0,000;0,000;0,222;0,000;
Ophrys lutea;41;14;14;14;55;28;0,003;0,059;0,169;0,169;0,046;0,770;0,770;0,839;0,071;0,071;0,076;0,036;0,000;0,119;0,147;0,076;0,057;0,513;0,028;0,011;0,278;0,528;0,632;0,578;0,472;0,306;0,414;0,000;0,000;0,000;0,003;0,597;0,011;0,000;0,000;0,139;0,139;0,028;0,667;0,667;0,778;0,028;0,028;0,000;0,000;0,000;0,028;0,056;0,000;0,000;0,306;0,028;0,000;0,278;0,528;0,556;0,528;0,472;0,306;0,250;0,000;0,000;0,000;0,000;0,583;0,000;
Orchis mascula;46;13;20;17;66;30;0,018;0,070;0,239;0,237;0,000;0,514;0,553;0,609;0,000;0,000;0,058;0,067;0,000;0,241;0,219;0,101;0,263;0,623;0,006;0,012;0,659;0,515;0,793;0,583;0,515;0,333;0,223;0,008;0,000;0,000;0,018;0,475;0,012;0,000;0,045;0,182;0,182;0,000;0,424;0,470;0,523;0,000;0,000;0,000;0,000;0,000;0,098;0,053;0,000;0,152;0,477;0,000;0,000;0,659;0,515;0,659;0,371;0,515;0,333;0,136;0,000;0,000;0,000;0,000;0,386;0,000;
Orchis purpurea;42;13;21;17;63;30;0,011;0,100;0,103;0,095;0,000;0,529;0,573;0,626;0,116;0,116;0,016;0,023;0,000;0,148;0,093;0,099;0,120;0,501;0,006;0,012;0,269;0,256;0,552;0,562;0,256;0,449;0,532;0,015;0,000;0,000;0,011;0,178;0,012;0,000;0,000;0,038;0,038;0,000;0,436;0,474;0,551;0,103;0,103;0,000;0,000;0,000;0,000;0,000;0,026;0,000;0,404;0,000;0,000;0,269;0,256;0,385;0,481;0,256;0,449;0,449;0,000;0,000;0,000;0,000;0,115;0,000;
Ostrya carpinifolia;21;3;5;2;26;5;0,000;0,009;0,000;0,000;0,000;0,013;0,012;0,005;0,008;0,008;0,000;0,000;0,000;0,005;0,015;0,005;0,005;0,027;0,000;0,014;0,000;0,000;0,004;0,018;0,000;0,000;0,024;0,000;0,000;0,000;0,000;0,000;0,014;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Paliurus spina-christi;33;6;5;4;38;10;0,000;0,000;0,000;0,000;0,000;0,036;0,048;0,060;0,003;0,003;0,000;0,000;0,000;0,030;0,030;0,006;0,018;0,032;0,025;0,012;0,000;0,250;0,040;0,098;0,250;0,000;0,049;0,024;0,000;0,000;0,000;0,021;0,012;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,250;0,000;0,000;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Papaver somniferum;19;5;5;5;24;10;0,030;0,017;0,000;0,000;0,000;0,008;0,010;0,011;0,000;0,000;0,000;0,000;0,000;0,012;0,014;0,004;0,023;0,016;0,007;0,012;0,000;0,000;0,021;0,054;0,000;0,000;0,020;0,000;0,000;0,000;0,030;0,000;0,012;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Pardoglossum cheirifolium;20;5;7;6;27;11;0,010;0,010;0,025;0,000;0,000;0,197;0,197;0,229;0,167;0,167;0,007;0,004;0,000;0,038;0,041;0,012;0,040;0,084;0,014;0,012;0,250;0,000;0,050;0,448;0,250;0,000;0,078;0,000;0,000;0,000;0,010;0,022;0,012;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,250;0,000;0,000;0,375;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Parnassia palustris;24;9;12;11;36;20;0,033;0,167;0,000;0,000;0,500;0,417;0,509;0,429;0,097;0,097;0,000;0,000;0,000;0,043;0,042;0,004;0,145;0,307;0,000;0,012;0,167;0,167;0,549;0,581;0,167;0,000;0,406;0,015;0,000;0,000;0,033;0,120;0,012;0,000;0,111;0,000;0,000;0,500;0,389;0,500;0,389;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,056;0,167;0,000;0,000;0,167;0,167;0,500;0,556;0,167;0,000;0,278;0,000;0,000;0,000;0,000;0,111;0,000;
Parthenocissus tricuspidata;8;1;0;0;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phillyrea angustifolia;23;8;13;4;36;12;0,000;0,000;0,000;0,000;0,000;0,009;0,010;0,034;0,091;0,074;0,000;0,000;0,000;0,003;0,003;0,002;0,032;0,020;0,002;0,014;0,000;0,000;0,012;0,015;0,000;0,000;0,042;0,363;0,000;0,000;0,000;0,023;0,014;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,357;0,000;0,000;0,000;0,000;0,000;
